CheckInID,MemberID,CheckInDate,CheckInHour,ClassAttended,DurationMinutes
CI010524,M0640,2025-08-31,17,Pilates,64
CI010525,M0640,2025-06-22,18,Gym Floor,62
CI010526,M0640,2025-07-04,17,Pilates,24
CI010527,M0640,2025-06-21,10,Spin,46
CI010528,M0640,2025-04-09,12,Gym Floor,54
CI010529,M0640,2025-05-07,8,HIIT,52
CI010530,M0640,2025-08-31,17,Cardio,77
CI010531,M0640,2025-08-31,16,Gym Floor,56
CI010532,M0641,2025-06-15,20,Gym Floor,45
CI010533,M0641,2025-08-03,17,Zumba,68
CI010534,M0641,2025-05-11,16,Strength Training,72
CI010535,M0641,2025-05-17,16,Gym Floor,79
CI010536,M0641,2025-04-19,7,Zumba,39
CI010537,M0641,2025-03-07,7,CrossFit,49
CI010538,M0641,2025-03-28,18,Pilates,52
CI010539,M0641,2025-05-17,11,CrossFit,61
CI010540,M0641,2025-05-22,8,Gym Floor,31
CI010541,M0641,2025-05-26,18,HIIT,20
CI010542,M0641,2025-06-16,18,Gym Floor,45
CI010543,M0642,2025-05-18,20,HIIT,36
CI010544,M0642,2025-05-06,7,Gym Floor,70
CI010545,M0642,2025-07-07,8,Gym Floor,41
CI010546,M0642,2025-04-20,17,CrossFit,86
CI010547,M0642,2025-03-08,7,Yoga,51
CI010548,M0642,2025-05-10,9,Pilates,59
CI010549,M0642,2025-06-17,12,Strength Training,24
CI010550,M0642,2025-08-10,21,Gym Floor,36
CI010551,M0642,2025-07-16,10,Gym Floor,64
CI010552,M0642,2025-03-08,17,Spin,97
CI010553,M0642,2025-08-08,16,Cardio,28
CI010554,M0642,2025-08-25,17,Pilates,63
CI010555,M0642,2025-08-03,18,Zumba,75
CI010556,M0643,2025-06-08,16,Yoga,56
CI010557,M0643,2025-07-23,7,Gym Floor,36
CI010558,M0643,2025-05-29,10,Gym Floor,56
CI010559,M0643,2025-05-04,11,Gym Floor,80
CI010560,M0643,2025-07-20,9,Gym Floor,81
CI010561,M0643,2025-08-09,9,Cardio,61
CI010562,M0643,2025-05-29,7,Gym Floor,85
CI010563,M0643,2025-05-28,19,Gym Floor,55
CI010564,M0643,2025-06-21,9,Gym Floor,101
CI010565,M0643,2025-08-04,18,Gym Floor,70
CI010566,M0643,2025-04-12,12,Gym Floor,59
CI010567,M0643,2025-06-21,18,Yoga,107
CI010568,M0643,2025-06-11,12,Gym Floor,48
CI010569,M0644,2025-03-24,7,Yoga,61
CI010570,M0644,2025-08-07,20,Pilates,75
CI010571,M0644,2025-03-31,19,Gym Floor,20
CI010572,M0644,2025-06-16,18,Yoga,63
CI010573,M0644,2025-06-27,21,Zumba,20
CI010574,M0644,2025-03-06,8,Gym Floor,27
CI010575,M0644,2025-03-26,17,Pilates,71
CI010576,M0644,2025-05-29,20,Spin,55
CI010577,M0644,2025-04-21,18,Gym Floor,74
CI010578,M0644,2025-07-27,7,Gym Floor,62
CI010579,M0644,2025-04-26,8,Spin,54
CI010580,M0644,2025-07-11,8,Yoga,57
CI010581,M0644,2025-06-17,18,Zumba,61
CI010582,M0644,2025-06-03,19,Gym Floor,66
CI010583,M0644,2025-06-29,11,Pilates,67
CI010584,M0644,2025-07-06,10,Zumba,42
CI010585,M0644,2025-05-01,16,Pilates,34
CI010586,M0645,2025-07-07,7,Gym Floor,23
CI010587,M0645,2025-04-26,17,Strength Training,69
CI010588,M0645,2025-07-06,8,CrossFit,32
CI010589,M0645,2025-06-06,17,Gym Floor,69
CI010590,M0645,2025-04-09,11,Gym Floor,85
CI010591,M0645,2025-08-07,18,CrossFit,52
CI010592,M0646,2025-08-10,9,Zumba,54
CI010593,M0646,2025-04-05,6,HIIT,68
CI010594,M0646,2025-07-21,19,Gym Floor,56
CI010595,M0646,2025-05-26,17,Cardio,65
CI010596,M0646,2025-06-12,18,Zumba,82
CI010597,M0646,2025-07-30,12,CrossFit,75
CI010598,M0646,2025-06-30,11,Gym Floor,20
CI010599,M0646,2025-04-29,10,CrossFit,58
CI010600,M0646,2025-05-22,7,Gym Floor,47
CI010601,M0647,2025-06-11,8,Gym Floor,72
CI010602,M0647,2025-05-03,7,Strength Training,30
CI010603,M0647,2025-04-21,17,Gym Floor,67
CI010604,M0647,2025-04-23,12,Spin,47
CI010605,M0647,2025-03-24,18,Cardio,55
CI010606,M0648,2025-03-12,8,Gym Floor,66
CI010607,M0648,2025-03-25,8,Spin,50
CI010608,M0648,2025-07-18,8,Gym Floor,60
CI010609,M0648,2025-08-23,20,Spin,58
CI010610,M0648,2025-04-20,9,Gym Floor,48
CI010611,M0649,2025-07-22,16,Gym Floor,58
CI010612,M0649,2025-03-30,16,Gym Floor,52
CI010613,M0649,2025-05-18,17,Strength Training,83
CI010614,M0649,2025-08-23,18,Gym Floor,67
CI010615,M0649,2025-04-10,11,Gym Floor,72
CI010616,M0649,2025-04-11,6,Cardio,65
CI010617,M0649,2025-06-22,21,Spin,36
CI010618,M0649,2025-03-07,16,CrossFit,57
CI010619,M0649,2025-03-29,19,HIIT,68
CI010620,M0649,2025-03-07,20,Yoga,69
CI010621,M0649,2025-08-26,18,Gym Floor,46
CI010622,M0649,2025-05-24,18,Gym Floor,48
CI010623,M0649,2025-04-28,6,Pilates,54
CI010624,M0649,2025-04-26,8,CrossFit,56
CI010625,M0649,2025-03-20,8,Spin,71
CI010626,M0649,2025-05-27,10,Gym Floor,59
CI010627,M0649,2025-06-09,12,Cardio,33
CI010628,M0649,2025-07-04,18,Gym Floor,43
CI010629,M0649,2025-06-20,8,Gym Floor,48
CI010630,M0650,2025-05-30,11,Pilates,32
CI010631,M0650,2025-05-05,9,CrossFit,49
CI010632,M0650,2025-08-28,18,Zumba,60
CI010633,M0650,2025-07-22,20,HIIT,88
CI010634,M0650,2025-06-13,19,Gym Floor,27
CI010635,M0650,2025-03-31,7,Yoga,44
CI010636,M0650,2025-06-19,10,Gym Floor,54
CI010637,M0650,2025-05-18,7,Gym Floor,44
CI010638,M0650,2025-03-26,7,Cardio,53
CI010639,M0650,2025-06-05,7,Gym Floor,84
CI010640,M0650,2025-08-07,19,CrossFit,56
CI010641,M0650,2025-05-27,17,Pilates,55
CI010642,M0650,2025-06-14,17,Yoga,20
CI010643,M0650,2025-04-15,10,CrossFit,63
CI010644,M0650,2025-05-18,18,CrossFit,43
CI010645,M0650,2025-04-29,19,Pilates,83
CI010646,M0651,2025-08-10,16,Gym Floor,67
CI010647,M0651,2025-07-07,7,Gym Floor,58
CI010648,M0651,2025-07-28,18,Strength Training,67
CI010649,M0651,2025-08-01,19,HIIT,26
CI010650,M0651,2025-07-15,12,Gym Floor,55
CI010651,M0651,2025-05-18,8,Yoga,84
CI010652,M0651,2025-06-29,17,Yoga,78
CI010653,M0651,2025-08-26,9,CrossFit,82
CI010654,M0651,2025-05-12,17,Spin,66
CI010655,M0651,2025-06-09,16,Gym Floor,72
CI010656,M0651,2025-03-09,6,Spin,58
CI010657,M0651,2025-04-14,20,Yoga,86
CI010658,M0651,2025-05-29,7,Spin,48
CI010659,M0651,2025-03-18,9,Gym Floor,51
CI010660,M0652,2025-07-22,7,HIIT,47
CI010661,M0652,2025-06-27,17,Yoga,67
CI010662,M0652,2025-03-04,19,HIIT,59
CI010663,M0652,2025-06-21,19,Gym Floor,53
CI010664,M0652,2025-08-22,12,Gym Floor,44
CI010665,M0652,2025-03-07,19,Spin,88
CI010666,M0652,2025-06-01,19,Zumba,48
CI010667,M0652,2025-03-15,17,HIIT,43
CI010668,M0652,2025-03-29,7,CrossFit,54
CI010669,M0652,2025-06-23,10,Strength Training,37
CI010670,M0652,2025-08-13,19,CrossFit,75
CI010671,M0652,2025-06-29,10,Gym Floor,29
CI010672,M0653,2025-03-09,7,HIIT,68
CI010673,M0653,2025-04-11,20,Gym Floor,52
CI010674,M0653,2025-06-07,17,Strength Training,76
CI010675,M0653,2025-06-14,8,Pilates,50
CI010676,M0653,2025-07-10,17,Strength Training,46
CI010677,M0654,2025-04-14,8,HIIT,49
CI010678,M0654,2025-07-05,20,Gym Floor,72
CI010679,M0654,2025-05-20,18,Gym Floor,25
CI010680,M0655,2025-06-17,7,Gym Floor,44
CI010681,M0655,2025-03-11,12,Yoga,52
CI010682,M0655,2025-08-05,18,Gym Floor,81
CI010683,M0655,2025-05-01,19,Strength Training,41
CI010684,M0655,2025-07-30,6,Gym Floor,92
CI010685,M0655,2025-06-20,19,Gym Floor,57
CI010686,M0655,2025-08-18,11,Gym Floor,60
CI010687,M0655,2025-07-29,20,Gym Floor,78
CI010688,M0655,2025-08-10,8,Pilates,75
CI010689,M0655,2025-08-06,6,Cardio,61
CI010690,M0655,2025-07-23,7,Pilates,26
CI010691,M0655,2025-05-03,9,Cardio,67
CI010692,M0655,2025-04-23,18,CrossFit,69
CI010693,M0655,2025-05-27,17,Spin,90
CI010694,M0655,2025-07-04,18,Gym Floor,61
CI010695,M0655,2025-03-25,8,Zumba,48
CI010696,M0655,2025-05-03,6,Strength Training,52
CI010697,M0655,2025-03-08,6,Gym Floor,68
CI010698,M0655,2025-04-21,17,Gym Floor,72
CI010699,M0655,2025-06-04,17,Gym Floor,51
CI010700,M0655,2025-04-18,7,Strength Training,53
CI010701,M0655,2025-04-19,7,Gym Floor,70
CI010702,M0655,2025-04-18,18,Zumba,68
CI010703,M0655,2025-05-15,18,Gym Floor,25
CI010704,M0655,2025-05-06,20,Cardio,63
CI010705,M0655,2025-04-11,8,Gym Floor,58
CI010706,M0655,2025-08-29,8,Zumba,48
CI010707,M0655,2025-03-24,17,HIIT,46
CI010708,M0655,2025-05-03,18,Gym Floor,76
CI010709,M0655,2025-05-10,7,Yoga,47
CI010710,M0656,2025-06-27,10,Gym Floor,55
CI010711,M0656,2025-03-07,19,Gym Floor,51
CI010712,M0656,2025-06-25,17,Gym Floor,47
CI010713,M0656,2025-03-16,17,Strength Training,33
CI010714,M0656,2025-08-15,8,Gym Floor,31
CI010715,M0656,2025-05-31,7,Gym Floor,50
CI010716,M0656,2025-07-25,9,Strength Training,72
CI010717,M0656,2025-05-30,8,Yoga,67
CI010718,M0656,2025-05-05,18,Gym Floor,86
CI010719,M0656,2025-05-28,18,Yoga,59
CI010720,M0656,2025-03-31,18,Gym Floor,63
CI010721,M0656,2025-06-12,6,Zumba,78
CI010722,M0656,2025-06-09,6,HIIT,60
CI010723,M0656,2025-06-13,7,Zumba,84
CI010724,M0656,2025-03-21,6,HIIT,51
CI010725,M0656,2025-05-15,6,Gym Floor,79
CI010726,M0656,2025-06-25,9,Spin,54
CI010727,M0656,2025-04-26,9,Gym Floor,20
CI010728,M0656,2025-04-23,20,Gym Floor,41
CI010729,M0656,2025-06-03,17,Gym Floor,72
CI010730,M0656,2025-04-22,19,Pilates,48
CI010731,M0656,2025-06-11,7,Zumba,56
CI010732,M0656,2025-08-19,19,Gym Floor,37
CI010733,M0656,2025-06-03,9,Gym Floor,76
CI010734,M0656,2025-08-04,20,Strength Training,49
CI010735,M0656,2025-07-20,19,Cardio,41
CI010736,M0656,2025-06-20,17,Pilates,72
CI010737,M0656,2025-07-26,7,Strength Training,55
CI010738,M0656,2025-03-21,18,HIIT,81
CI010739,M0656,2025-06-06,8,Strength Training,48
CI010740,M0656,2025-07-11,20,Yoga,38
CI010741,M0656,2025-05-18,17,CrossFit,80
CI010742,M0656,2025-06-01,18,Gym Floor,64
CI010743,M0657,2025-04-03,17,Gym Floor,44
CI010744,M0660,2025-05-02,7,Gym Floor,40
CI010745,M0660,2025-08-11,12,Gym Floor,42
CI010746,M0660,2025-08-25,8,Gym Floor,77
CI010747,M0660,2025-08-02,19,Gym Floor,46
CI010748,M0660,2025-04-25,6,Strength Training,54
CI010749,M0660,2025-06-03,12,Pilates,58
CI010750,M0660,2025-07-02,19,Gym Floor,66
CI010751,M0660,2025-06-01,18,Gym Floor,20
CI010752,M0660,2025-06-14,11,Gym Floor,71
CI010753,M0660,2025-06-03,17,Gym Floor,52
CI010754,M0660,2025-06-20,18,Zumba,55
CI010755,M0660,2025-06-21,19,Gym Floor,74
CI010756,M0660,2025-05-23,7,Gym Floor,75
CI010757,M0660,2025-06-21,19,CrossFit,45
CI010758,M0660,2025-08-05,7,Pilates,46
CI010759,M0660,2025-04-28,18,Spin,64
CI010760,M0660,2025-06-11,11,Gym Floor,49
CI010761,M0660,2025-05-07,11,Gym Floor,76
CI010762,M0660,2025-04-23,9,Gym Floor,69
CI010763,M0660,2025-08-03,18,CrossFit,64
CI010764,M0660,2025-05-21,17,Gym Floor,71
CI010765,M0660,2025-04-22,8,Cardio,59
CI010766,M0661,2025-04-03,19,Gym Floor,66
CI010767,M0661,2025-03-03,18,Spin,67
CI010768,M0662,2025-08-13,6,Gym Floor,53
CI010769,M0662,2025-07-06,11,Gym Floor,35
CI010770,M0662,2025-06-04,16,Gym Floor,36
CI010771,M0662,2025-03-24,9,Pilates,70
CI010772,M0662,2025-04-23,20,Spin,49
CI010773,M0662,2025-07-03,16,Gym Floor,59
CI010774,M0662,2025-08-13,7,Gym Floor,98
CI010775,M0662,2025-07-12,18,Gym Floor,27
CI010776,M0662,2025-03-24,19,Yoga,67
CI010777,M0662,2025-04-02,8,Spin,46
CI010778,M0662,2025-07-12,6,Strength Training,76
CI010779,M0662,2025-05-23,10,Pilates,20
CI010780,M0662,2025-06-08,16,Gym Floor,29
CI010781,M0662,2025-04-26,11,Gym Floor,60
CI010782,M0662,2025-05-04,16,Gym Floor,40
CI010783,M0662,2025-04-23,16,Gym Floor,70
CI010784,M0662,2025-05-28,17,Cardio,71
CI010785,M0662,2025-04-23,9,Gym Floor,89
CI010786,M0662,2025-05-08,21,Gym Floor,53
CI010787,M0662,2025-06-29,17,Zumba,51
CI010788,M0662,2025-06-02,7,Gym Floor,39
CI010789,M0663,2025-06-24,20,Strength Training,54
CI010790,M0664,2025-06-21,19,Gym Floor,28
CI010791,M0664,2025-03-07,16,Spin,106
CI010792,M0664,2025-03-25,7,Pilates,78
CI010793,M0664,2025-04-07,16,Gym Floor,60
CI010794,M0664,2025-04-30,19,Gym Floor,88
CI010795,M0664,2025-05-17,12,Gym Floor,56
CI010796,M0664,2025-05-22,17,CrossFit,35
CI010797,M0664,2025-07-18,7,Spin,51
CI010798,M0664,2025-07-22,10,Strength Training,65
CI010799,M0664,2025-04-04,17,Zumba,42
CI010800,M0664,2025-06-08,18,Gym Floor,57
CI010801,M0664,2025-04-06,19,Gym Floor,54
CI010802,M0664,2025-03-06,18,Cardio,40
CI010803,M0664,2025-05-24,18,Gym Floor,77
CI010804,M0664,2025-04-03,17,Gym Floor,41
CI010805,M0664,2025-05-18,19,Pilates,57
CI010806,M0664,2025-04-21,8,CrossFit,63
CI010807,M0664,2025-06-26,8,HIIT,57
CI010808,M0664,2025-08-03,12,Yoga,58
CI010809,M0664,2025-08-25,7,Spin,67
CI010810,M0664,2025-04-24,7,Spin,61
CI010811,M0664,2025-07-27,7,Cardio,64
CI010812,M0664,2025-04-23,16,Pilates,75
CI010813,M0664,2025-06-18,11,Cardio,55
CI010814,M0664,2025-04-09,16,Zumba,45
CI010815,M0664,2025-06-25,16,Zumba,60
CI010816,M0664,2025-06-16,6,Yoga,39
CI010817,M0664,2025-06-04,19,Gym Floor,55
CI010818,M0664,2025-06-17,19,Pilates,60
CI010819,M0664,2025-04-17,20,Yoga,75
CI010820,M0664,2025-07-23,10,Gym Floor,73
CI010821,M0664,2025-07-26,17,Pilates,77
CI010822,M0664,2025-08-18,12,CrossFit,60
CI010823,M0665,2025-06-04,19,HIIT,57
CI010824,M0665,2025-07-28,6,Strength Training,50
CI010825,M0665,2025-05-03,19,Spin,78
CI010826,M0665,2025-03-30,19,Pilates,72
CI010827,M0665,2025-03-09,6,Pilates,80
CI010828,M0665,2025-03-21,16,Gym Floor,68
CI010829,M0665,2025-03-02,19,Gym Floor,49
CI010830,M0665,2025-06-16,19,HIIT,41
CI010831,M0665,2025-06-20,19,Gym Floor,81
CI010832,M0665,2025-05-18,19,Gym Floor,59
CI010833,M0665,2025-07-06,19,Yoga,55
CI010834,M0665,2025-04-29,8,Gym Floor,66
CI010835,M0665,2025-06-10,20,Gym Floor,45
CI010836,M0665,2025-03-04,7,CrossFit,59
CI010837,M0665,2025-08-07,17,Yoga,47
CI010838,M0665,2025-04-16,8,Cardio,42
CI010839,M0665,2025-08-18,18,Strength Training,30
CI010840,M0665,2025-07-05,7,HIIT,57
CI010841,M0665,2025-04-13,7,Gym Floor,58
CI010842,M0665,2025-08-14,18,Gym Floor,64
CI010843,M0665,2025-05-01,19,Gym Floor,37
CI010844,M0665,2025-04-07,19,Cardio,56
CI010845,M0665,2025-03-22,18,Gym Floor,44
CI010846,M0665,2025-05-24,8,Gym Floor,76
CI010847,M0665,2025-04-23,18,Yoga,75
CI010848,M0665,2025-06-25,6,Pilates,76
CI010849,M0665,2025-04-24,9,Spin,42
CI010850,M0665,2025-03-20,19,Gym Floor,66
CI010851,M0665,2025-05-07,8,Gym Floor,51
CI010852,M0665,2025-06-13,6,Spin,82
CI010853,M0665,2025-05-12,19,Zumba,44
CI010854,M0665,2025-08-01,8,Gym Floor,92
CI010855,M0665,2025-06-03,7,HIIT,72
CI010856,M0665,2025-04-10,20,Gym Floor,63
CI010857,M0665,2025-07-27,20,Gym Floor,57
CI010858,M0666,2025-08-16,19,Gym Floor,61
CI010859,M0666,2025-08-14,8,CrossFit,43
CI010860,M0666,2025-03-06,12,Gym Floor,77
CI010861,M0666,2025-06-18,8,Spin,47
CI010862,M0666,2025-07-13,8,Spin,49
CI010863,M0666,2025-06-16,18,CrossFit,83
CI010864,M0666,2025-03-17,9,Cardio,39
CI010865,M0666,2025-05-10,8,Gym Floor,44
CI010866,M0666,2025-08-12,11,CrossFit,51
CI010867,M0666,2025-07-24,18,Strength Training,79
CI010868,M0666,2025-07-24,7,CrossFit,75
CI010869,M0667,2025-03-17,18,Gym Floor,61
CI010870,M0668,2025-03-05,6,Pilates,55
CI010871,M0668,2025-04-21,18,HIIT,21
CI010872,M0668,2025-07-04,8,HIIT,72
CI010873,M0668,2025-04-20,9,Gym Floor,47
CI010874,M0668,2025-07-02,8,Gym Floor,60
CI010875,M0668,2025-03-07,17,Gym Floor,78
CI010876,M0668,2025-03-31,17,CrossFit,75
CI010877,M0669,2025-04-24,7,Yoga,47
CI010878,M0669,2025-05-20,17,Gym Floor,64
CI010879,M0670,2025-08-07,10,Gym Floor,58
CI010880,M0670,2025-03-09,11,Gym Floor,35
CI010881,M0670,2025-07-28,6,Gym Floor,76
CI010882,M0670,2025-03-21,16,Spin,31
CI010883,M0670,2025-03-14,19,Gym Floor,69
CI010884,M0670,2025-03-18,8,Pilates,68
CI010885,M0670,2025-07-08,8,Gym Floor,31
CI010886,M0670,2025-06-20,20,Strength Training,74
CI010887,M0670,2025-05-18,9,Gym Floor,65
CI010888,M0670,2025-07-21,6,Gym Floor,49
CI010889,M0670,2025-05-19,12,Gym Floor,39
CI010890,M0670,2025-08-19,6,Gym Floor,76
CI010891,M0670,2025-06-29,19,Gym Floor,48
CI010892,M0671,2025-06-30,18,Gym Floor,29
CI010893,M0671,2025-07-09,17,Gym Floor,73
CI010894,M0671,2025-07-24,18,Gym Floor,84
CI010895,M0671,2025-03-20,7,Gym Floor,44
CI010896,M0671,2025-05-17,20,Gym Floor,60
CI010897,M0671,2025-06-20,19,Zumba,63
CI010898,M0671,2025-03-02,19,Spin,25
CI010899,M0671,2025-05-27,10,Strength Training,75
CI010900,M0671,2025-08-27,7,Gym Floor,47
CI010901,M0671,2025-04-03,11,Cardio,61
CI010902,M0671,2025-04-23,6,Gym Floor,50
CI010903,M0671,2025-07-24,17,CrossFit,26
CI010904,M0671,2025-05-27,21,Gym Floor,38
CI010905,M0671,2025-04-23,18,Gym Floor,54
CI010906,M0671,2025-05-16,17,Gym Floor,55
CI010907,M0671,2025-08-27,18,Gym Floor,40
CI010908,M0671,2025-04-13,16,Cardio,47
CI010909,M0671,2025-08-18,8,Spin,28
CI010910,M0671,2025-04-15,6,Zumba,52
CI010911,M0671,2025-06-15,19,Cardio,78
CI010912,M0671,2025-06-05,20,Zumba,48
CI010913,M0671,2025-08-29,19,Gym Floor,66
CI010914,M0671,2025-04-11,16,Spin,55
CI010915,M0671,2025-05-25,12,Cardio,65
CI010916,M0671,2025-05-10,7,Zumba,59
CI010917,M0671,2025-03-04,18,HIIT,22
CI010918,M0671,2025-07-02,19,Yoga,79
CI010919,M0671,2025-08-12,10,Zumba,30
CI010920,M0671,2025-07-21,17,Zumba,58
CI010921,M0672,2025-05-09,19,HIIT,63
CI010922,M0672,2025-06-23,20,Gym Floor,62
CI010923,M0673,2025-05-22,19,HIIT,70
CI010924,M0673,2025-04-22,17,Gym Floor,47
CI010925,M0673,2025-03-28,8,Zumba,36
CI010926,M0673,2025-08-14,19,Gym Floor,69
CI010927,M0673,2025-04-16,19,Gym Floor,57
CI010928,M0673,2025-04-05,17,Gym Floor,42
CI010929,M0673,2025-08-11,18,Gym Floor,27
CI010930,M0673,2025-06-06,10,Strength Training,49
CI010931,M0673,2025-08-10,19,Pilates,28
CI010932,M0673,2025-08-02,10,Gym Floor,73
CI010933,M0673,2025-04-28,10,Gym Floor,51
CI010934,M0673,2025-06-08,18,Gym Floor,44
CI010935,M0673,2025-06-09,16,Pilates,60
CI010936,M0673,2025-05-04,7,Spin,82
CI010937,M0674,2025-04-28,6,HIIT,53
CI010938,M0674,2025-04-25,8,Spin,25
CI010939,M0674,2025-04-28,10,Cardio,47
CI010940,M0674,2025-07-11,19,Gym Floor,66
CI010941,M0674,2025-06-01,19,CrossFit,64
CI010942,M0674,2025-05-08,19,Gym Floor,21
CI010943,M0675,2025-05-05,8,Zumba,75
CI010944,M0675,2025-07-29,19,HIIT,67
CI010945,M0675,2025-08-01,6,Pilates,42
CI010946,M0675,2025-08-10,9,Cardio,50
CI010947,M0675,2025-03-02,16,Gym Floor,73
CI010948,M0675,2025-05-26,7,Gym Floor,51
CI010949,M0675,2025-06-07,19,Gym Floor,51
CI010950,M0675,2025-07-03,18,Gym Floor,59
CI010951,M0675,2025-03-24,16,HIIT,91
CI010952,M0675,2025-06-19,16,Gym Floor,79
CI010953,M0675,2025-06-26,17,Pilates,74
CI010954,M0675,2025-05-29,20,Gym Floor,51
CI010955,M0675,2025-07-10,7,Gym Floor,88
CI010956,M0675,2025-07-20,19,Gym Floor,37
CI010957,M0675,2025-07-11,19,Spin,50
CI010958,M0675,2025-04-06,21,Gym Floor,56
CI010959,M0675,2025-07-03,19,Zumba,47
CI010960,M0675,2025-08-29,19,CrossFit,21
CI010961,M0675,2025-06-21,6,Gym Floor,49
CI010962,M0675,2025-06-21,10,HIIT,54
CI010963,M0676,2025-06-15,8,Gym Floor,51
CI010964,M0676,2025-08-08,19,Gym Floor,36
CI010965,M0676,2025-03-14,20,Gym Floor,41
CI010966,M0676,2025-05-03,18,Spin,69
CI010967,M0676,2025-05-19,17,Zumba,46
CI010968,M0676,2025-06-18,10,Gym Floor,59
CI010969,M0676,2025-08-09,17,Gym Floor,53
CI010970,M0676,2025-05-04,19,Cardio,86
CI010971,M0676,2025-08-29,18,Gym Floor,58
CI010972,M0676,2025-05-08,18,Pilates,44
CI010973,M0676,2025-08-03,6,Gym Floor,66
CI010974,M0676,2025-04-05,6,Gym Floor,65
CI010975,M0676,2025-04-12,11,Spin,88
CI010976,M0676,2025-07-11,7,Gym Floor,20
CI010977,M0677,2025-05-20,21,Yoga,57
CI010978,M0677,2025-05-27,6,HIIT,90
CI010979,M0677,2025-05-19,19,Gym Floor,33
CI010980,M0677,2025-06-05,9,Gym Floor,42
CI010981,M0677,2025-04-06,17,Gym Floor,49
CI010982,M0677,2025-07-31,9,Gym Floor,42
CI010983,M0677,2025-06-19,17,Strength Training,48
CI010984,M0677,2025-04-26,17,Gym Floor,65
CI010985,M0677,2025-07-25,12,Gym Floor,68
CI010986,M0677,2025-04-23,8,HIIT,29
CI010987,M0677,2025-04-13,18,Gym Floor,60
CI010988,M0677,2025-05-25,7,Gym Floor,60
CI010989,M0677,2025-07-07,20,HIIT,64
CI010990,M0678,2025-03-26,10,Spin,53
CI010991,M0678,2025-05-02,7,Gym Floor,59
CI010992,M0678,2025-07-11,10,Zumba,38
CI010993,M0678,2025-05-10,12,Gym Floor,70
CI010994,M0678,2025-07-29,7,HIIT,48
CI010995,M0678,2025-04-02,8,HIIT,21
CI010996,M0678,2025-03-19,10,Strength Training,47
CI010997,M0678,2025-08-04,16,Cardio,54
CI010998,M0678,2025-06-17,9,Gym Floor,49
CI010999,M0678,2025-03-02,19,Cardio,54
CI011000,M0678,2025-08-27,11,Gym Floor,55
CI011001,M0678,2025-04-14,16,Gym Floor,56
CI011002,M0678,2025-03-11,11,Gym Floor,68
CI011003,M0678,2025-07-09,8,Gym Floor,58
CI011004,M0679,2025-05-19,12,Yoga,60
CI011005,M0679,2025-04-20,19,Gym Floor,31
CI011006,M0679,2025-04-08,18,Yoga,20
CI011007,M0679,2025-08-03,17,Gym Floor,74
CI011008,M0679,2025-04-15,7,Gym Floor,31
CI011009,M0679,2025-04-20,19,Spin,82
CI011010,M0679,2025-07-22,19,Gym Floor,45
CI011011,M0679,2025-06-25,16,Gym Floor,36
CI011012,M0679,2025-05-17,16,Zumba,47
CI011013,M0679,2025-08-07,19,Gym Floor,51
CI011014,M0679,2025-04-23,8,Cardio,57
CI011015,M0679,2025-08-27,18,HIIT,27
CI011016,M0680,2025-08-31,10,Gym Floor,81
CI011017,M0680,2025-06-29,7,CrossFit,57
CI011018,M0680,2025-07-28,18,HIIT,58
CI011019,M0680,2025-03-24,11,Yoga,35
CI011020,M0680,2025-07-24,9,Gym Floor,53
CI011021,M0680,2025-05-05,17,Strength Training,54
CI011022,M0680,2025-03-11,17,Gym Floor,37
CI011023,M0680,2025-03-27,6,Spin,95
CI011024,M0680,2025-04-08,18,HIIT,29
CI011025,M0680,2025-03-21,12,Strength Training,66
CI011026,M0680,2025-08-16,6,Gym Floor,46
CI011027,M0680,2025-07-02,12,Gym Floor,47
CI011028,M0681,2025-03-29,19,Gym Floor,50
CI011029,M0681,2025-04-26,6,Strength Training,50
CI011030,M0681,2025-04-27,21,Cardio,46
CI011031,M0681,2025-05-09,11,Gym Floor,43
CI011032,M0681,2025-06-24,19,Strength Training,36
CI011033,M0681,2025-08-25,20,Gym Floor,64
CI011034,M0681,2025-04-20,16,Spin,51
CI011035,M0681,2025-06-26,17,Gym Floor,46
CI011036,M0681,2025-04-21,17,Gym Floor,48
CI011037,M0681,2025-04-18,10,Gym Floor,56
CI011038,M0681,2025-08-18,17,Spin,78
CI011039,M0681,2025-03-04,18,Zumba,65
CI011040,M0681,2025-03-24,17,Yoga,37
CI011041,M0681,2025-05-08,11,Gym Floor,58
CI011042,M0681,2025-04-23,17,CrossFit,20
CI011043,M0682,2025-07-22,18,Yoga,20
CI011044,M0682,2025-05-17,19,Gym Floor,70
CI011045,M0682,2025-05-28,20,Gym Floor,20
CI011046,M0682,2025-05-07,7,Gym Floor,59
CI011047,M0682,2025-03-24,18,Gym Floor,61
CI011048,M0682,2025-05-14,18,CrossFit,28
CI011049,M0682,2025-05-20,11,Strength Training,20
CI011050,M0682,2025-05-22,6,Spin,46
CI011051,M0682,2025-08-27,16,HIIT,63
CI011052,M0682,2025-05-27,10,Spin,44
CI011053,M0682,2025-03-18,9,Gym Floor,26
CI011054,M0682,2025-05-30,18,Strength Training,38
CI011055,M0682,2025-03-27,12,Gym Floor,33
CI011056,M0682,2025-04-26,19,Gym Floor,41
CI011057,M0682,2025-05-07,19,Gym Floor,41
CI011058,M0682,2025-06-19,6,Yoga,58
CI011059,M0682,2025-06-03,10,Strength Training,66
CI011060,M0682,2025-05-07,9,Spin,61
