MemberID,Gender,Age,AgeGroup,JoinDate,MembershipPlan,MonthlyFee,PlanPrice,Status,PreferredClass,City,TenureMonths,IsActive,TotalVisits,AvgDuration,LastVisit,UniqueClasses
M0618,Male,27,25-34,2022-07-04,Premium,79.99,79.99,Active,Strength Training,Rawalpindi,37.9,1,44,52.4,2025-08-29,9
M0619,Male,42,35-44,2024-04-06,Premium,79.99,79.99,Expired,Zumba,Multan,16.9,0,6,54.5,2025-08-22,3
M0620,Female,39,35-44,2023-12-26,Annual,33.33,399.99,Active,Spin,Karachi,20.2,1,27,54.3,2025-08-31,9
M0621,Male,53,45-54,2022-10-03,Standard,49.99,49.99,Active,Zumba,Faisalabad,35.0,1,11,50.9,2025-08-27,5
M0622,Male,40,35-44,2024-12-17,Basic,29.99,29.99,Cancelled,CrossFit,Islamabad,8.5,0,4,56.5,2025-08-06,3
M0623,Female,45,45-54,2023-11-30,Standard,49.99,49.99,Active,CrossFit,Karachi,21.1,1,9,53.7,2025-07-08,6
M0624,Female,56,55+,2024-01-28,Standard,49.99,49.99,Expired,HIIT,Faisalabad,19.1,0,10,65.1,2025-08-16,4
M0625,Female,38,35-44,2022-08-26,Premium,79.99,79.99,Active,CrossFit,Lahore,36.2,1,38,57.1,2025-08-27,8
M0626,Female,27,25-34,2024-07-24,Basic,29.99,29.99,Expired,Spin,Rawalpindi,13.3,0,2,64.0,2025-08-19,2
M0627,Male,64,55+,2024-07-14,Standard,49.99,49.99,Active,Strength Training,Islamabad,13.6,1,8,54.6,2025-08-17,5
M0628,Male,25,25-34,2022-05-20,Premium,79.99,79.99,Active,Pilates,Rawalpindi,39.4,1,22,55.9,2025-08-27,7
M0629,Female,28,25-34,2022-04-17,Premium,79.99,79.99,Active,Zumba,Lahore,40.5,1,44,54.8,2025-08-29,9
M0630,Female,57,55+,2023-02-20,Standard,49.99,49.99,Cancelled,Pilates,Multan,30.4,0,2,37.0,2025-06-20,2
M0631,Female,25,25-34,2024-08-03,Standard,49.99,49.99,Expired,Strength Training,Islamabad,12.9,0,0,0.0,,0
M0632,Female,19,18-24,2022-05-19,Basic,29.99,29.99,Active,Strength Training,Rawalpindi,39.5,1,21,57.3,2025-08-16,7
M0633,Female,45,45-54,2022-09-30,Premium,79.99,79.99,Active,Zumba,Faisalabad,35.1,1,16,55.4,2025-08-18,5
M0634,Female,49,45-54,2022-06-26,Basic,29.99,29.99,Cancelled,Cardio,Rawalpindi,38.2,0,2,42.5,2025-08-30,2
M0635,Male,57,55+,2022-03-24,Standard,49.99,49.99,Active,Cardio,Lahore,41.3,1,19,56.9,2025-08-27,7
M0636,Male,29,25-34,2022-07-29,Annual,33.33,399.99,Active,CrossFit,Karachi,37.1,1,32,50.7,2025-08-28,8
M0637,Male,64,55+,2024-06-18,Basic,29.99,29.99,Active,Cardio,Multan,14.5,1,11,58.6,2025-08-29,6
M0638,Male,41,35-44,2024-01-19,Standard,49.99,49.99,Active,HIIT,Lahore,19.4,1,12,51.2,2025-07-31,6
M0639,Male,20,18-24,2024-07-04,Premium,79.99,79.99,Expired,Strength Training,Karachi,13.9,0,5,47.2,2025-08-16,3
M0640,Female,58,55+,2023-04-09,Premium,79.99,79.99,Active,HIIT,Karachi,28.8,1,39,53.6,2025-08-31,9
M0641,Male,21,18-24,2022-12-17,Standard,49.99,49.99,Expired,Zumba,Lahore,32.5,0,11,51.0,2025-08-03,6
M0642,Female,37,35-44,2023-11-01,Annual,33.33,399.99,Active,Pilates,Faisalabad,22.0,1,13,56.2,2025-08-25,9
M0643,Female,32,25-34,2023-03-22,Standard,49.99,49.99,Active,Pilates,Rawalpindi,29.4,1,13,68.8,2025-08-09,3
M0644,Male,22,18-24,2024-09-01,Standard,49.99,49.99,Active,Strength Training,Rawalpindi,12.0,1,17,53.5,2025-08-07,5
M0645,Female,45,45-54,2023-04-16,Premium,79.99,79.99,Cancelled,CrossFit,Islamabad,28.5,0,6,55.0,2025-08-07,3
M0646,Female,28,25-34,2022-05-18,Standard,49.99,49.99,Active,Spin,Karachi,39.5,1,9,58.3,2025-08-10,5
M0647,Male,55,55+,2022-11-07,Standard,49.99,49.99,Active,Yoga,Islamabad,33.8,1,5,54.2,2025-06-11,4
M0648,Female,47,45-54,2024-01-22,Premium,79.99,79.99,Expired,Cardio,Rawalpindi,19.3,0,5,56.4,2025-08-23,2
M0649,Other,45,45-54,2023-12-18,Standard,49.99,49.99,Active,Yoga,Karachi,20.5,1,19,57.1,2025-08-26,8
M0650,Female,29,25-34,2023-11-05,Basic,29.99,29.99,Active,Pilates,Faisalabad,21.9,1,16,53.4,2025-08-28,7
M0651,Male,59,55+,2022-04-21,Standard,49.99,49.99,Active,Spin,Lahore,40.4,1,14,64.1,2025-08-26,6
M0652,Male,25,25-34,2022-01-22,Standard,49.99,49.99,Active,Yoga,Lahore,43.3,1,12,53.7,2025-08-22,7
M0653,Female,31,25-34,2023-08-25,Basic,29.99,29.99,Cancelled,Strength Training,Multan,24.2,0,5,58.4,2025-07-10,4
M0654,Female,44,35-44,2022-03-13,Premium,79.99,79.99,Cancelled,Zumba,Faisalabad,41.7,0,3,48.7,2025-07-05,2
M0655,Male,39,35-44,2024-10-12,Annual,33.33,399.99,Active,Zumba,Lahore,10.6,1,30,60.0,2025-08-29,9
M0656,Male,23,18-24,2022-01-26,Annual,33.33,399.99,Active,CrossFit,Karachi,43.2,1,33,57.5,2025-08-19,9
M0657,Male,31,25-34,2022-05-26,Standard,49.99,49.99,Cancelled,CrossFit,Rawalpindi,39.2,0,1,44.0,2025-04-03,1
M0658,Female,64,55+,2024-06-05,Standard,49.99,49.99,Expired,Yoga,Islamabad,14.9,0,0,0.0,,0
M0659,Female,34,25-34,2022-05-02,Premium,79.99,79.99,Cancelled,HIIT,Lahore,40.0,0,0,0.0,,0
M0660,Male,31,25-34,2022-12-21,Standard,49.99,49.99,Active,Zumba,Multan,32.4,1,22,57.9,2025-08-25,7
M0661,Male,21,18-24,2024-03-18,Basic,29.99,29.99,Cancelled,Cardio,Faisalabad,17.5,0,2,66.5,2025-04-03,2
M0662,Male,60,55+,2024-02-10,Basic,29.99,29.99,Active,Zumba,Faisalabad,18.7,1,21,54.2,2025-08-13,7
M0663,Female,56,55+,2024-08-19,Annual,33.33,399.99,Cancelled,Yoga,Islamabad,12.4,0,1,54.0,2025-06-24,1
M0664,Female,22,18-24,2024-03-08,Premium,79.99,79.99,Active,Zumba,Rawalpindi,17.8,1,33,60.0,2025-08-25,9
M0665,Female,47,45-54,2022-06-20,Annual,33.33,399.99,Active,HIIT,Faisalabad,38.4,1,35,59.7,2025-08-18,9
M0666,Male,23,18-24,2023-05-09,Basic,29.99,29.99,Expired,HIIT,Karachi,27.8,0,11,58.9,2025-08-16,5
M0667,Male,23,18-24,2023-08-31,Basic,29.99,29.99,Cancelled,Strength Training,Islamabad,24.0,0,1,61.0,2025-03-17,1
M0668,Male,21,18-24,2024-03-21,Annual,33.33,399.99,Cancelled,Strength Training,Faisalabad,17.4,0,7,58.3,2025-07-04,4
M0669,Male,39,35-44,2023-02-20,Premium,79.99,79.99,Cancelled,Pilates,Islamabad,30.4,0,2,55.5,2025-05-20,2
M0670,Female,29,25-34,2024-08-30,Annual,33.33,399.99,Active,Yoga,Karachi,12.1,1,13,55.3,2025-08-19,4
M0671,Female,27,25-34,2022-04-23,Standard,49.99,49.99,Active,Zumba,Faisalabad,40.3,1,29,52.1,2025-08-29,8
M0672,Male,42,35-44,2024-12-06,Standard,49.99,49.99,Cancelled,Spin,Lahore,8.8,0,2,62.5,2025-06-23,2
M0673,Male,47,45-54,2023-12-19,Premium,79.99,79.99,Expired,Yoga,Lahore,20.4,0,14,52.5,2025-08-14,6
M0674,Male,28,25-34,2022-04-26,Standard,49.99,49.99,Active,Spin,Multan,40.2,1,6,46.0,2025-07-11,5
M0675,Female,19,18-24,2023-11-16,Standard,49.99,49.99,Active,HIIT,Karachi,21.5,1,20,58.2,2025-08-29,7
M0676,Female,35,35-44,2022-02-23,Basic,29.99,29.99,Active,Strength Training,Karachi,42.2,1,14,55.9,2025-08-29,5
M0677,Male,64,55+,2023-10-18,Basic,29.99,29.99,Expired,HIIT,Rawalpindi,22.5,0,13,54.4,2025-07-31,4
M0678,Female,44,35-44,2024-09-25,Basic,29.99,29.99,Active,Zumba,Multan,11.2,1,14,52.1,2025-08-27,6
M0679,Female,60,55+,2023-07-29,Basic,29.99,29.99,Active,Spin,Lahore,25.1,1,12,46.8,2025-08-27,6
M0680,Male,43,35-44,2023-01-11,Basic,29.99,29.99,Active,Cardio,Multan,31.7,1,12,54.8,2025-08-31,6
M0681,Female,31,25-34,2022-03-17,Basic,29.99,29.99,Active,Spin,Rawalpindi,41.5,1,15,49.9,2025-08-25,7
M0682,Female,63,55+,2024-03-07,Standard,49.99,49.99,Active,Spin,Karachi,17.8,1,20,45.7,2025-08-27,7
M0683,Male,46,45-54,2024-11-10,Premium,79.99,79.99,Expired,Pilates,Rawalpindi,9.7,0,0,0.0,,0
M0684,Female,53,45-54,2024-07-06,Basic,29.99,29.99,Active,Strength Training,Karachi,13.9,1,7,37.3,2025-07-23,5
M0685,Female,53,45-54,2023-10-15,Basic,29.99,29.99,Cancelled,Cardio,Rawalpindi,22.6,0,6,59.2,2025-08-20,5
M0686,Female,23,18-24,2024-04-20,Basic,29.99,29.99,Active,Zumba,Lahore,16.4,1,25,53.7,2025-08-21,7
M0687,Male,35,35-44,2022-05-28,Premium,79.99,79.99,Cancelled,Zumba,Multan,39.2,0,4,45.0,2025-07-09,3
M0688,Male,51,45-54,2022-10-05,Premium,79.99,79.99,Active,Yoga,Karachi,34.9,1,18,49.8,2025-08-27,5
M0689,Female,48,45-54,2022-05-15,Basic,29.99,29.99,Active,Yoga,Faisalabad,39.6,1,28,54.1,2025-08-25,9
M0690,Male,19,18-24,2023-02-19,Basic,29.99,29.99,Active,HIIT,Karachi,30.4,1,8,56.8,2025-08-12,6
M0691,Female,33,25-34,2022-07-13,Standard,49.99,49.99,Expired,Zumba,Faisalabad,37.6,0,6,54.3,2025-07-10,4
M0692,Female,38,35-44,2024-07-15,Premium,79.99,79.99,Cancelled,HIIT,Karachi,13.6,0,3,53.0,2025-06-19,2
M0693,Male,45,45-54,2024-06-26,Basic,29.99,29.99,Cancelled,Zumba,Rawalpindi,14.2,0,7,54.7,2025-08-28,4
M0694,Male,21,18-24,2023-09-10,Premium,79.99,79.99,Expired,HIIT,Islamabad,23.7,0,14,60.2,2025-08-15,7
M0695,Male,29,25-34,2024-03-28,Premium,79.99,79.99,Cancelled,Strength Training,Lahore,17.1,0,7,63.1,2025-06-29,3
M0696,Male,47,45-54,2022-07-01,Standard,49.99,49.99,Expired,Cardio,Lahore,38.0,0,8,73.6,2025-08-22,6
M0697,Female,30,25-34,2024-02-17,Premium,79.99,79.99,Active,Pilates,Karachi,18.5,1,17,52.5,2025-08-30,7
M0698,Male,39,35-44,2022-10-30,Basic,29.99,29.99,Active,HIIT,Islamabad,34.1,1,22,59.5,2025-08-12,8
M0699,Male,19,18-24,2022-12-02,Standard,49.99,49.99,Active,Yoga,Rawalpindi,33.0,1,20,56.4,2025-08-19,6
M0700,Male,37,35-44,2022-07-20,Standard,49.99,49.99,Cancelled,HIIT,Lahore,37.4,0,4,63.2,2025-07-31,3
M0701,Male,19,18-24,2024-07-11,Standard,49.99,49.99,Cancelled,Cardio,Faisalabad,13.7,0,5,51.6,2025-08-13,4
M0702,Male,63,55+,2022-05-05,Basic,29.99,29.99,Active,HIIT,Multan,39.9,1,17,50.9,2025-08-14,6
M0703,Female,23,18-24,2023-11-05,Annual,33.33,399.99,Active,Cardio,Multan,21.9,1,34,57.4,2025-08-29,9
M0704,Male,42,35-44,2022-07-25,Premium,79.99,79.99,Cancelled,Spin,Rawalpindi,37.3,0,0,0.0,,0
M0705,Female,49,45-54,2022-05-28,Annual,33.33,399.99,Active,CrossFit,Islamabad,39.2,1,21,47.8,2025-08-31,8
M0706,Male,31,25-34,2024-08-22,Premium,79.99,79.99,Expired,Pilates,Multan,12.3,0,12,50.3,2025-08-26,6
M0707,Male,31,25-34,2023-01-31,Standard,49.99,49.99,Expired,Pilates,Rawalpindi,31.0,0,5,53.0,2025-08-20,4
M0708,Male,22,18-24,2023-11-12,Standard,49.99,49.99,Active,Cardio,Islamabad,21.6,1,22,58.9,2025-08-27,6
M0709,Male,48,45-54,2022-07-25,Basic,29.99,29.99,Active,Cardio,Islamabad,37.3,1,6,45.5,2025-08-31,4
M0710,Female,37,35-44,2022-07-09,Standard,49.99,49.99,Cancelled,Yoga,Faisalabad,37.8,0,3,54.0,2025-08-18,2
M0711,Female,19,18-24,2022-11-22,Premium,79.99,79.99,Active,Cardio,Islamabad,33.3,1,41,54.6,2025-08-30,8
M0712,Male,40,35-44,2022-03-13,Basic,29.99,29.99,Active,Zumba,Multan,41.7,1,27,50.7,2025-08-23,9
M0713,Male,63,55+,2022-02-23,Annual,33.33,399.99,Cancelled,Zumba,Karachi,42.2,0,7,60.6,2025-07-01,4
M0714,Female,23,18-24,2022-05-09,Standard,49.99,49.99,Expired,CrossFit,Islamabad,39.8,0,3,44.3,2025-08-13,2
M0715,Female,61,55+,2022-05-11,Premium,79.99,79.99,Expired,Spin,Rawalpindi,39.7,0,0,0.0,,0
M0716,Female,36,35-44,2025-01-01,Premium,79.99,79.99,Active,Spin,Islamabad,8.0,1,37,56.6,2025-08-29,9
M0717,Male,45,45-54,2023-10-15,Premium,79.99,79.99,Expired,Spin,Faisalabad,22.6,0,2,40.5,2025-08-02,2
M0718,Female,59,55+,2024-12-02,Basic,29.99,29.99,Active,Strength Training,Karachi,9.0,1,7,50.7,2025-08-08,4
M0719,Female,36,35-44,2022-10-26,Basic,29.99,29.99,Expired,Strength Training,Rawalpindi,34.2,0,2,55.0,2025-08-27,2
M0720,Female,44,35-44,2023-03-15,Basic,29.99,29.99,Expired,HIIT,Islamabad,29.6,0,14,57.0,2025-08-31,6
M0721,Male,59,55+,2024-06-20,Basic,29.99,29.99,Active,Strength Training,Islamabad,14.4,1,13,56.6,2025-08-27,6
M0722,Female,28,25-34,2022-02-21,Premium,79.99,79.99,Active,Cardio,Lahore,42.3,1,39,58.4,2025-08-31,8
M0723,Female,63,55+,2023-10-14,Standard,49.99,49.99,Cancelled,CrossFit,Lahore,22.6,0,7,55.3,2025-08-07,4
M0724,Male,21,18-24,2023-08-24,Premium,79.99,79.99,Active,Yoga,Multan,24.3,1,48,56.1,2025-08-23,9
M0725,Male,62,55+,2023-06-07,Standard,49.99,49.99,Expired,Cardio,Islamabad,26.8,0,13,51.6,2025-07-25,5
M0726,Male,46,45-54,2023-01-02,Standard,49.99,49.99,Cancelled,Cardio,Multan,32.0,0,1,53.0,2025-08-01,1
M0727,Male,20,18-24,2022-11-30,Basic,29.99,29.99,Active,Pilates,Rawalpindi,33.0,1,13,58.6,2025-08-21,6
M0728,Male,55,55+,2023-11-16,Basic,29.99,29.99,Cancelled,Zumba,Faisalabad,21.5,0,7,50.3,2025-08-19,5
M0729,Male,40,35-44,2023-07-30,Standard,49.99,49.99,Active,Zumba,Multan,25.1,1,16,55.4,2025-08-23,7
M0730,Female,24,18-24,2024-10-05,Basic,29.99,29.99,Active,HIIT,Multan,10.9,1,26,61.5,2025-08-31,9
M0731,Male,51,45-54,2024-03-30,Basic,29.99,29.99,Active,Cardio,Islamabad,17.1,1,24,56.8,2025-08-31,6
M0732,Male,47,45-54,2023-05-17,Basic,29.99,29.99,Expired,Spin,Islamabad,27.5,0,6,54.5,2025-08-03,3
M0733,Female,60,55+,2024-07-08,Premium,79.99,79.99,Active,Pilates,Lahore,13.8,1,43,55.0,2025-08-30,8
M0734,Female,48,45-54,2023-05-23,Annual,33.33,399.99,Active,Yoga,Multan,27.3,1,31,57.3,2025-08-20,6
M0735,Male,39,35-44,2024-11-28,Standard,49.99,49.99,Active,Cardio,Rawalpindi,9.1,1,9,50.7,2025-08-31,5
M0736,Female,24,18-24,2022-08-10,Standard,49.99,49.99,Active,Zumba,Karachi,36.7,1,9,51.0,2025-08-14,6
M0737,Male,61,55+,2023-08-22,Standard,49.99,49.99,Active,Pilates,Islamabad,24.3,1,26,57.0,2025-08-29,9
M0738,Male,59,55+,2023-08-30,Annual,33.33,399.99,Active,Spin,Rawalpindi,24.1,1,23,50.3,2025-08-31,6
M0739,Male,38,35-44,2024-05-11,Basic,29.99,29.99,Cancelled,Spin,Lahore,15.7,0,5,49.6,2025-08-15,4
M0740,Male,56,55+,2024-01-17,Basic,29.99,29.99,Active,Pilates,Karachi,19.5,1,8,48.5,2025-07-28,5
M0741,Male,55,55+,2022-09-16,Basic,29.99,29.99,Active,Yoga,Rawalpindi,35.5,1,10,52.2,2025-08-11,8
M0742,Male,21,18-24,2023-01-13,Standard,49.99,49.99,Active,Spin,Multan,31.6,1,23,48.6,2025-08-31,8
M0743,Male,38,35-44,2023-01-18,Standard,49.99,49.99,Expired,CrossFit,Multan,31.4,0,0,0.0,,0
M0744,Male,26,25-34,2022-08-12,Basic,29.99,29.99,Expired,Pilates,Faisalabad,36.7,0,5,61.2,2025-08-31,4
M0745,Female,27,25-34,2023-12-28,Premium,79.99,79.99,Active,HIIT,Faisalabad,20.1,1,34,50.8,2025-08-27,9
M0746,Male,45,45-54,2022-05-03,Basic,29.99,29.99,Active,Strength Training,Multan,40.0,1,26,58.1,2025-08-28,7
M0747,Male,20,18-24,2023-09-15,Annual,33.33,399.99,Cancelled,Zumba,Karachi,23.6,0,2,44.0,2025-04-20,2
M0748,Male,20,18-24,2022-12-06,Standard,49.99,49.99,Active,Zumba,Faisalabad,32.9,1,14,48.3,2025-06-15,6
M0749,Male,24,18-24,2022-01-09,Standard,49.99,49.99,Cancelled,Pilates,Karachi,43.7,0,2,74.5,2025-06-22,1
M0750,Female,60,55+,2022-04-23,Standard,49.99,49.99,Active,CrossFit,Lahore,40.3,1,7,49.6,2025-08-19,5
M0751,Female,43,35-44,2022-11-02,Basic,29.99,29.99,Active,Pilates,Lahore,34.0,1,14,50.1,2025-08-25,6
M0752,Female,64,55+,2023-02-24,Standard,49.99,49.99,Cancelled,Yoga,Karachi,30.2,0,4,59.2,2025-07-31,2
M0753,Female,45,45-54,2023-10-20,Premium,79.99,79.99,Active,Strength Training,Lahore,22.4,1,48,56.0,2025-08-28,9
M0754,Male,21,18-24,2022-08-20,Premium,79.99,79.99,Expired,HIIT,Islamabad,36.4,0,4,52.5,2025-08-28,4
M0755,Male,56,55+,2024-07-10,Standard,49.99,49.99,Expired,Spin,Faisalabad,13.7,0,9,60.1,2025-08-26,3
M0756,Female,19,18-24,2022-05-28,Basic,29.99,29.99,Expired,Spin,Karachi,39.2,0,3,64.0,2025-08-29,2
M0757,Male,64,55+,2022-06-24,Annual,33.33,399.99,Active,Strength Training,Islamabad,38.3,1,26,53.0,2025-08-24,7
M0758,Female,31,25-34,2022-02-04,Standard,49.99,49.99,Expired,Cardio,Lahore,42.9,0,9,56.7,2025-08-19,3
M0759,Male,40,35-44,2023-12-06,Standard,49.99,49.99,Cancelled,Strength Training,Karachi,20.9,0,7,50.0,2025-08-18,4
M0760,Female,50,45-54,2022-03-17,Premium,79.99,79.99,Active,Strength Training,Rawalpindi,41.5,1,31,61.5,2025-08-24,8
M0761,Male,52,45-54,2022-09-10,Basic,29.99,29.99,Cancelled,Strength Training,Multan,35.7,0,1,63.0,2025-05-19,1
M0762,Male,52,45-54,2024-10-16,Annual,33.33,399.99,Active,Pilates,Rawalpindi,10.5,1,34,55.4,2025-08-19,8
M0763,Male,42,35-44,2022-08-02,Annual,33.33,399.99,Cancelled,Pilates,Islamabad,37.0,0,0,0.0,,0
M0764,Male,49,45-54,2022-03-05,Premium,79.99,79.99,Expired,Strength Training,Karachi,41.9,0,2,45.5,2025-08-27,2
M0765,Male,61,55+,2022-11-09,Basic,29.99,29.99,Active,Strength Training,Islamabad,33.7,1,23,53.3,2025-08-31,8
M0766,Male,44,35-44,2023-11-13,Standard,49.99,49.99,Active,Yoga,Faisalabad,21.6,1,24,58.2,2025-08-22,8
M0767,Female,57,55+,2022-04-19,Standard,49.99,49.99,Active,Spin,Lahore,40.4,1,23,59.0,2025-08-29,7
M0768,Female,45,45-54,2022-12-09,Standard,49.99,49.99,Cancelled,Yoga,Karachi,32.8,0,7,53.0,2025-07-07,6
M0769,Male,55,55+,2022-02-27,Basic,29.99,29.99,Active,Strength Training,Multan,42.1,1,21,55.6,2025-08-09,8
M0770,Male,52,45-54,2024-04-13,Annual,33.33,399.99,Active,Strength Training,Karachi,16.6,1,19,62.8,2025-08-30,6
M0771,Male,18,18-24,2024-06-11,Basic,29.99,29.99,Active,Spin,Lahore,14.7,1,23,55.2,2025-08-31,7
M0772,Female,33,25-34,2023-05-23,Basic,29.99,29.99,Expired,Strength Training,Islamabad,27.3,0,0,0.0,,0
M0773,Male,18,18-24,2024-11-14,Premium,79.99,79.99,Cancelled,Yoga,Karachi,9.6,0,1,40.0,2025-06-17,1
M0774,Female,62,55+,2024-05-21,Basic,29.99,29.99,Active,HIIT,Multan,15.4,1,15,60.7,2025-08-31,6
M0775,Female,59,55+,2024-05-22,Basic,29.99,29.99,Active,Yoga,Rawalpindi,15.3,1,28,53.5,2025-08-31,7
M0776,Female,26,25-34,2022-10-01,Basic,29.99,29.99,Active,Cardio,Lahore,35.0,1,28,56.7,2025-08-31,8
M0777,Male,33,25-34,2023-09-13,Premium,79.99,79.99,Cancelled,Yoga,Rawalpindi,23.6,0,1,80.0,2025-06-17,1
M0778,Female,35,35-44,2024-12-28,Standard,49.99,49.99,Expired,Spin,Faisalabad,8.1,0,6,52.5,2025-08-30,3
M0779,Male,48,45-54,2024-02-11,Annual,33.33,399.99,Active,Strength Training,Multan,18.7,1,29,59.5,2025-08-31,9
M0780,Female,52,45-54,2024-02-07,Annual,33.33,399.99,Active,HIIT,Faisalabad,18.8,1,31,58.2,2025-08-30,8
M0781,Female,26,25-34,2023-01-11,Standard,49.99,49.99,Active,HIIT,Multan,31.7,1,25,57.9,2025-08-28,8
M0782,Male,56,55+,2023-07-26,Basic,29.99,29.99,Cancelled,Spin,Multan,25.2,0,0,0.0,,0
M0783,Female,48,45-54,2022-06-28,Annual,33.33,399.99,Active,Cardio,Lahore,38.1,1,40,57.6,2025-08-30,9
M0784,Female,56,55+,2023-05-08,Premium,79.99,79.99,Expired,Zumba,Multan,27.8,0,5,56.4,2025-07-06,5
M0785,Female,37,35-44,2023-11-29,Basic,29.99,29.99,Active,Strength Training,Multan,21.1,1,23,55.3,2025-08-25,7
M0786,Female,33,25-34,2024-08-13,Basic,29.99,29.99,Active,Yoga,Rawalpindi,12.6,1,20,55.4,2025-08-28,6
M0787,Male,31,25-34,2024-11-04,Premium,79.99,79.99,Cancelled,Pilates,Rawalpindi,9.9,0,7,54.0,2025-08-28,4
M0788,Female,57,55+,2023-04-12,Premium,79.99,79.99,Cancelled,HIIT,Rawalpindi,28.7,0,5,57.0,2025-07-15,4
M0789,Female,30,25-34,2023-08-18,Annual,33.33,399.99,Active,HIIT,Karachi,24.5,1,41,49.9,2025-08-27,8
M0790,Female,40,35-44,2023-07-02,Basic,29.99,29.99,Expired,Pilates,Lahore,26.0,0,7,56.3,2025-08-30,5
M0791,Male,51,45-54,2023-11-17,Standard,49.99,49.99,Active,Strength Training,Multan,21.5,1,20,48.6,2025-08-28,7
M0792,Female,56,55+,2022-03-19,Standard,49.99,49.99,Active,CrossFit,Islamabad,41.5,1,25,58.5,2025-08-31,8
M0793,Female,46,45-54,2024-12-18,Premium,79.99,79.99,Cancelled,CrossFit,Multan,8.4,0,7,43.1,2025-08-03,5
M0794,Male,62,55+,2023-12-09,Standard,49.99,49.99,Expired,Strength Training,Lahore,20.8,0,10,57.9,2025-08-28,6
M0795,Female,58,55+,2023-04-09,Premium,79.99,79.99,Active,HIIT,Faisalabad,28.8,1,47,55.6,2025-08-29,9
M0796,Male,34,25-34,2023-11-21,Standard,49.99,49.99,Expired,Spin,Islamabad,21.4,0,6,63.2,2025-08-07,4
M0797,Female,31,25-34,2023-01-07,Annual,33.33,399.99,Active,Spin,Faisalabad,31.8,1,31,53.2,2025-08-31,9
M0798,Female,40,35-44,2023-02-19,Basic,29.99,29.99,Active,Pilates,Multan,30.4,1,9,46.8,2025-08-19,5
M0799,Female,25,25-34,2024-11-16,Premium,79.99,79.99,Expired,Pilates,Faisalabad,9.5,0,6,46.2,2025-08-14,3
M0800,Female,47,45-54,2024-09-10,Annual,33.33,399.99,Active,Spin,Lahore,11.7,1,34,55.9,2025-08-28,9
